fid,Id,feuille,surfac_m2,nature,surf2,perimeter,_cc_radius,_cc_area,_cc_circle_compacity,_comp_miller,_comp_gravelius,_convexity_default,elongation_rectangularity_width,elongation_rectangularity_height,elongation_rectangularity_elongation,elongation_rectangularity_rectangularity
"1046","5",LL2,"49",bati,48.7774,27.9611850422808,5.072355,80.829357,0.603,0.784,1.13,1.744,51.447244,28.692133,1.793,6.731
"1047","5",LL2,"43",bati,42.9578,26.2834981131909,4.751956,70.940580,0.605,0.781,1.13,1.634,47.864623,27.683716,1.729,6.043
"1048","5",LL2,"41",bati,41.37,26.81627244696,4.979602,77.900314,0.531,0.723,1.18,1.542,44.646588,27.837082,1.604,4.645
"1049","5",LL2,"43",bati,42.6934,26.311940192733,4.727549,70.213704,0.608,0.775,1.14,1.622,46.792231,27.411582,1.707,5.875
"1050","0",LL2,"95",parcelles,95.0637,63.0650655710887,14.519721,662.317815,0.143,0.300,1.82,1.507,109.285182,65.404115,1.671,3.286
"1051","0",LL2,"141",parcelles,140.751,53.9704920678996,10.602281,353.141312,0.398,0.607,1.28,2.607,153.882924,55.879281,2.754,6.900
"1052","0",LL2,"697",parcelles,697.084,116.22823048026,21.409681,1440.025731,0.484,0.648,1.24,6.311,952.978640,128.167829,7.435,17.153
"1053","0",LL2,"20",parcelles,19.7939,17.9972367979228,3.494815,38.370577,0.516,0.768,1.14,1.099,24.093434,19.701960,1.223,3.710
"1054","5",LL2,"108",bati,108.426,48.4515671117592,8.505013,227.247871,0.477,0.580,1.31,2.416,177.471019,54.474584,3.258,6.591
"1055","5",LL2,"67",bati,66.6243,34.3153890779233,6.324483,125.660838,0.530,0.711,1.19,1.997,80.239533,36.564087,2.194,6.076
"1056","5",LL2,"60",bati,59.5034,35.1230452018727,6.902400,149.675297,0.397,0.606,1.28,1.737,70.658835,36.739120,1.923,4.616
"1057","5",LL2,"75",bati,75.4198,40.2231836012621,8.365290,219.842625,0.343,0.586,1.31,1.874,84.402966,42.365942,1.992,4.753
"1058","5",LL2,"7",bati,6.51395,10.2685479389055,1.854212,10.801120,0.603,0.776,1.14,0.634,7.577250,11.023464,0.687,2.255
"1059","0",LL2,"530",parcelles,529.627,110.820620678759,22.243782,1554.415590,0.341,0.542,1.36,4.779,1081.301494,137.052478,7.890,12.064
"1060","0",LL2,"2841",parcelles,2840.95,243.668188404817,46.471475,6784.577200,0.419,0.601,1.29,11.868,4878.211429,281.560527,17.326,35.888
"1061","0",LL2,"3146",parcelles,3146.5,234.719364914107,39.790106,4973.934533,0.632,0.717,1.18,14.220,3821.343209,247.274533,15.454,50.519
"1062","0",LL2,"2512",parcelles,2512.47,371.870429136721,77.277876,18761.183283,0.134,0.228,2.09,7.602,4271.401893,364.359255,11.723,16.253
"1063","0",LL2,"192",parcelles,192.278,68.7810335815605,14.255810,638.459937,0.301,0.511,1.40,2.857,343.348703,81.016666,4.238,6.761
"1064","5",LL2,"449",bati,448.615,128.077330100216,25.924371,2111.379690,0.212,0.344,1.71,3.720,776.243323,130.889542,5.931,8.991
"1065","5",LL2,"143",bati,142.504,49.1730000788593,9.395258,277.311098,0.514,0.740,1.16,2.897,161.815419,52.027466,3.110,9.062
"1066","5",LL2,"636",bati,636.461,112.370855312847,21.048821,1391.891690,0.457,0.633,1.26,5.975,843.342387,120.812301,6.981,16.526
"1067","5",LL2,"156",bati,155.926,82.1326829644276,16.179223,822.366042,0.190,0.290,1.86,2.044,314.872591,83.878741,3.754,4.850
"1068","0",LL2,"2575",parcelles,2574.65,275.808778758995,58.315016,10683.429110,0.241,0.425,1.53,9.353,4913.853095,311.374615,15.781,23.045
"1069","0",LL2,"2565",parcelles,2564.8,204.068376930749,38.534719,4665.028226,0.550,0.774,1.14,12.563,3338.970874,231.144922,14.445,43.971
"1070","0",LL2,"500",parcelles,500.268,136.666050464357,31.071526,3033.018429,0.165,0.336,1.72,3.659,530.645349,140.448622,3.778,8.117
"1071","0",LL2,"578",parcelles,578.304,144.835552179376,32.342480,3286.219136,0.176,0.346,1.70,4.060,797.971392,153.318145,5.205,9.000
"1072","0",LL2,"492",parcelles,491.938,142.828507328784,33.025781,3426.542002,0.144,0.303,1.82,3.443,556.609085,148.306576,3.753,7.488
"1073","0",LL2,"761",parcelles,760.814,153.66015397941,33.910860,3612.663341,0.211,0.405,1.57,5.027,935.240101,161.334949,5.797,11.415
"1074","0",LL2,"410",parcelles,409.593,138.866680090851,31.952158,3207.378924,0.128,0.267,1.94,2.948,473.894242,141.866841,3.340,6.452
"1075","0",LL2,"2647",parcelles,2647.01,210.508038787478,38.832038,4737.292881,0.559,0.750,1.15,12.581,2824.643681,216.157313,13.068,41.466
"1076","0",LL2,"852",parcelles,852.205,122.100758048058,23.067839,1671.720616,0.510,0.718,1.18,6.977,892.784391,125.736373,7.100,20.680
"1077","0",LL2,"292",parcelles,291.708,84.2153787881665,17.974780,1015.025748,0.287,0.517,1.39,3.464,360.072864,90.398969,3.983,8.362
"1078","0",LL2,"465",parcelles,465.072,98.1848115792204,19.846076,1237.368872,0.376,0.606,1.28,4.760,603.522973,107.458324,5.616,12.321
"1079","0",LL2,"3706",parcelles,3706.25,274.629640211051,56.843573,10151.088315,0.365,0.617,1.27,13.490,4950.820586,306.515438,16.152,34.635
"1080","0",LL2,"129",parcelles,129.111,45.8308523567933,8.681641,236.784638,0.545,0.772,1.14,2.816,170.767688,52.334480,3.263,9.403
"1081","0",LL2,"85",parcelles,84.5278,45.9794061376098,9.072639,258.593207,0.327,0.502,1.41,1.918,108.245920,47.048218,2.301,4.899
"1082","0",LL2,"15",parcelles,15.3609,16.7383803360563,3.380170,35.894429,0.428,0.689,1.20,0.917,21.358484,18.806294,1.136,2.759
"1083","5",LL2,"88",bati,87.9251,41.6716476268544,7.898635,195.999036,0.448,0.636,1.25,2.203,114.039468,43.709617,2.609,6.637
"1084","5",LL2,"32",bati,32.3522,22.87434508017,4.182168,54.948108,0.589,0.777,1.13,1.414,34.253832,23.534636,1.455,4.986
"1085","5",LL2,"50",bati,50.1458,31.8041308185184,6.370985,127.515537,0.393,0.623,1.27,1.647,77.187757,35.676047,2.164,4.795
"1086","5",LL2,"90",bati,90.1148,45.2741417144787,8.496575,226.797203,0.397,0.552,1.35,2.124,143.841037,48.024700,2.995,7.172
"1087","5",LL2,"42",bati,41.7815,25.9182387944487,4.602660,66.553009,0.628,0.781,1.13,1.611,43.011104,26.283863,1.636,5.985
"1088","5",LL2,"57",bati,57.1758,31.013731994316,5.650829,100.316923,0.570,0.747,1.16,1.843,60.365084,31.774048,1.900,5.956
"1089","5",LL2,"51",bati,51.1566,29.4086527902993,5.918868,110.059405,0.465,0.743,1.16,1.739,67.226533,33.141216,2.028,5.397
"1090","0",LL2,"840",parcelles,840.441,126.164458932238,24.761600,1926.226223,0.436,0.663,1.23,6.659,1006.994622,136.479812,7.378,18.008
"1091","0",LL2,"68",parcelles,68.2296,40.9526805430556,8.652533,235.199526,0.290,0.511,1.40,1.665,74.008440,42.952368,1.723,3.974
"1092","0",LL2,"81",parcelles,80.7451,71.2355692359835,12.112208,460.889173,0.175,0.200,2.24,1.313,328.476259,73.127343,4.492,3.903
"1093","5",LL2,"154",bati,153.549,66.6396640962166,11.847421,440.958304,0.348,0.434,1.52,2.512,298.313592,70.703333,4.219,7.162
"1094","0",LL2,"173",parcelles,172.762,57.4070658037543,11.630382,424.949973,0.406,0.659,1.23,3.009,210.083243,62.029663,3.387,8.216
"1095","0",LL2,"149",parcelles,149.422,49.5222980559604,9.634657,291.623396,0.512,0.765,1.14,3.016,180.859574,54.148891,3.340,9.902
"1096","0",LL2,"44",parcelles,44.0228,32.1893171960609,6.697852,140.935686,0.312,0.534,1.37,1.367,50.960609,33.547942,1.519,3.441
"1097","5",LL2,"48",bati,48.2619,28.0735726926284,5.175483,84.149529,0.573,0.769,1.14,1.718,52.030772,29.065722,1.790,5.924
"1098","5",LL2,"41",bati,41.4567,25.7928004611113,4.662148,68.284483,0.607,0.783,1.13,1.607,43.249059,26.339371,1.642,5.991
"1099","0",LL2,"700",parcelles,699.602,113.874455153987,20.176321,1278.891873,0.547,0.678,1.21,6.419,857.728409,120.542253,7.116,18.783
"1100","0",LL2,"119",parcelles,118.736,51.540540869336,8.441648,223.874335,0.530,0.562,1.33,2.576,170.778145,52.479012,3.254,8.312
"1101","5",LL2,"50",bati,50.3847,28.5631401939768,5.199035,84.917125,0.593,0.776,1.14,1.763,53.032424,29.270100,1.812,6.269
"1102","5",LL2,"57",bati,56.6652,30.1153351241225,5.364332,90.402663,0.627,0.785,1.13,1.881,58.088033,30.492122,1.905,7.288
"1103","5",LL2,"35",bati,35.4702,23.8953344931017,4.385274,60.414803,0.587,0.780,1.13,1.484,37.965493,24.726787,1.535,5.309
"1104","0",LL2,"98",parcelles,97.6598,50.4495911411767,9.315745,272.637164,0.358,0.482,1.44,2.122,127.862637,49.875272,2.564,5.509
"1105","0",LL2,"2176",parcelles,2175.99,209.431952869779,39.667874,4943.422474,0.440,0.623,1.27,10.437,2425.461237,211.140555,11.487,30.306
"1106","0",LL2,"1242",parcelles,1241.6,159.35779983133,31.520320,3121.268386,0.398,0.614,1.28,7.788,1337.472651,164.325521,8.139,20.758
"1107","0",LL2,"2618",parcelles,2617.69,224.809632200736,43.321754,5896.060487,0.444,0.651,1.24,11.647,4416.059031,267.615812,16.501,35.054
"1108","0",LL2,"1603",parcelles,1603.28,193.878282407215,34.968519,3841.531015,0.417,0.536,1.37,8.718,2422.695191,204.973974,11.820,24.471
"1109","0",LL2,"1211",parcelles,1211.38,146.795251430068,29.126233,2665.130629,0.454,0.706,1.19,8.249,1399.561898,157.384542,8.893,23.500
"1110","0",LL2,"2994",parcelles,2994,219.4121319398,39.224411,4833.511324,0.619,0.781,1.13,13.640,3129.327210,225.504873,13.877,47.231
"1111","0",LL2,"1703",parcelles,1702.75,182.621916049231,37.892535,4510.837528,0.377,0.641,1.25,9.322,1940.976589,197.222287,9.842,23.827
"1112","0",LL2,"1550",parcelles,1549.54,205.905263214631,45.841921,6601.999641,0.235,0.459,1.48,7.522,1732.698610,217.911213,7.951,17.285
"1113","0",LL2,"1899",parcelles,1898.72,224.738138687757,48.688039,7447.224416,0.255,0.472,1.46,8.445,1960.869293,231.549901,8.468,19.945
"1114","0",LL2,"217",parcelles,217.008,66.4114507992742,13.834398,601.271212,0.361,0.618,1.27,3.271,329.034968,75.462102,4.360,9.021
"1115","0",LL2,"684",parcelles,683.833,108.089314571801,20.135124,1273.674645,0.537,0.735,1.17,6.324,749.933831,113.919892,6.583,18.832
"1116","0",LL2,"626",parcelles,626.137,114.310336585243,24.272289,1850.850460,0.338,0.602,1.29,5.481,980.642382,131.420862,7.462,14.627
"1117","0",LL2,"3510",parcelles,3510,268.186170856169,52.225041,8568.552236,0.410,0.613,1.28,13.336,5139.212788,307.067582,16.736,33.668
"1118","0",LL2,"3054",parcelles,3053.61,249.46031602541,42.796227,5753.880460,0.531,0.616,1.27,13.216,4622.324833,278.465203,16.599,36.091
"1119","0",LL2,"659",parcelles,658.595,107.794394248885,20.646400,1339.178704,0.492,0.712,1.19,6.107,743.234090,115.214512,6.451,17.281
"1120","0",LL2,"1524",parcelles,1523.51,160.19087833146,30.428586,2908.796996,0.524,0.746,1.16,9.507,1828.954773,174.777165,10.464,28.927
"1121","0",LL2,"1609",parcelles,1608.88,307.827412598485,64.013150,12873.251999,0.125,0.213,2.17,5.451,4628.337636,327.324580,14.140,12.634
"1122","0",LL2,"1621",parcelles,1621.1,252.496253627476,57.714520,10464.537612,0.155,0.319,1.77,6.424,2035.692534,266.129836,7.649,14.040
"1123","0",LL2,"2711",parcelles,2711.13,212.403888698016,40.909485,5257.725248,0.516,0.755,1.15,12.759,3680.084904,245.530492,14.988,38.309
"1124","0",LL2,"5010",parcelles,5009.51,304.194218277613,55.425072,9650.779805,0.519,0.680,1.21,16.629,6673.462006,330.174462,20.212,53.066
"1125","0",LL2,"1295",parcelles,1294.82,153.097985936252,27.693086,2409.309516,0.537,0.694,1.20,8.497,1559.294670,160.567609,9.711,27.333
"1126","0",LL2,"1202",parcelles,1202.4,141.633336763354,27.198387,2324.000297,0.517,0.753,1.15,8.486,1380.239125,151.254584,9.125,26.797
"1127","0",LL2,"1327",parcelles,1326.6,169.835130999949,36.108808,4096.153126,0.324,0.578,1.32,7.826,2223.884198,196.602671,11.312,21.050
"1128","0",LL2,"1009",parcelles,1009.1,140.043762472793,28.594655,2568.736734,0.393,0.646,1.24,7.206,1189.805456,150.335998,7.914,19.212
"1129","0",LL2,"7242",parcelles,7242.39,441.329731056582,91.422186,26257.482082,0.276,0.467,1.46,16.528,10009.046927,468.462918,21.366,40.676
"1130","0",LL2,"704",parcelles,703.607,114.608557209365,23.313935,1707.579920,0.412,0.673,1.22,6.157,1135.053302,135.265861,8.391,19.150
"1131","0",LL2,"2375",parcelles,2375.37,241.919035824917,51.649818,8380.838284,0.283,0.510,1.40,9.815,2547.042946,251.536464,10.126,23.653
"1132","0",LL2,"4257",parcelles,4257.37,482.761118941845,90.105687,25506.700249,0.167,0.229,2.09,10.473,8649.274252,453.738812,19.062,23.860
"1133","0",LL2,"1403",parcelles,1403,179.455664852028,39.376501,4871.067083,0.288,0.547,1.35,7.819,2017.538687,206.071187,9.790,18.276
"1134","0",LL2,"1348",parcelles,1347.8,232.974848244508,54.800408,9434.468716,0.143,0.312,1.79,5.845,2417.309770,263.307900,9.181,12.294
"1135","0",LL2,"291",parcelles,291.463,79.7362274726166,16.812976,888.053385,0.328,0.576,1.32,3.654,498.816267,96.672702,5.160,8.723
"1136","0",LL2,"669",parcelles,668.598,116.822814717627,26.034662,2129.382848,0.314,0.615,1.27,5.721,1115.073417,144.472443,7.718,13.400
"1137","0",LL2,"2867",parcelles,2866.84,246.300174265214,47.048087,6953.986056,0.412,0.594,1.30,11.963,4475.798359,277.345617,16.138,32.736
"1138","0",LL2,"402",parcelles,401.941,83.0864975951432,16.022263,806.487441,0.498,0.731,1.17,4.836,469.614915,88.681036,5.296,14.965
"1139","0",LL2,"381",parcelles,381.256,80.725647657207,15.929140,797.139827,0.478,0.735,1.17,4.721,438.564606,86.996073,5.041,13.800
"1140","0",LL2,"1514",parcelles,1514.39,194.945889361679,37.406630,4395.892211,0.344,0.501,1.41,8.086,2612.823042,210.573137,12.408,23.209
"1141","0",LL2,"2191",parcelles,2190.72,195.829185632373,37.865065,4504.299780,0.486,0.718,1.18,11.182,2504.349260,213.755002,11.716,30.341
"1142","0",LL2,"1035",parcelles,1034.8,131.411336295653,24.295664,1854.417153,0.558,0.753,1.15,7.871,1286.728448,144.494251,8.905,25.614
"1143","0",LL2,"929",parcelles,929.2,126.792151032216,22.745461,1625.321751,0.572,0.726,1.17,7.567,1093.134358,132.278822,8.264,27.519
"1144","0",LL2,"322",parcelles,322.454,97.5585792139986,18.315687,1053.892521,0.502,0.698,1.20,5.419,557.949736,100.471629,5.553,15.709
"1145","0",LL2,"1784",parcelles,1783.92,193.086128907604,38.962163,4769.095211,0.374,0.601,1.29,9.254,2153.741936,205.690469,10.471,24.241
"1146","0",LL2,"206",parcelles,206.452,60.3956628784395,11.172098,392.120298,0.526,0.711,1.19,3.417,206.452026,60.404209,3.418,10.452
"1147","0",LL2,"58",parcelles,57.703,30.8391500956617,6.065841,115.593106,0.499,0.762,1.15,1.870,70.981602,34.008288,2.087,5.982
"1148","0",LL2,"20",parcelles,19.796,18.1060654930865,3.566628,39.963690,0.495,0.759,1.15,1.093,24.224574,19.933138,1.215,3.434
"1149","0",LL2,"106",parcelles,105.675,44.3252979796476,8.454144,224.537618,0.471,0.676,1.22,2.483,139.667503,48.296617,2.892,7.262
"1150","0",LL2,"30",parcelles,29.5857,26.8305130870868,5.154549,83.470157,0.354,0.516,1.39,1.167,43.028623,27.830999,1.546,3.188
"1151","0",LL2,"51",parcelles,51.4053,29.468459855328,5.600306,98.531112,0.522,0.744,1.16,1.745,57.334305,30.991761,1.850,5.473
"1152","0",LL2,"21",parcelles,21.1357,20.1630898146142,3.980081,49.766098,0.425,0.653,1.24,1.048,24.260771,21.689856,1.119,2.748
"1153","5",LL2,"31",bati,31.0306,23.3851616289368,4.496926,63.530380,0.488,0.713,1.18,1.326,40.932106,25.814452,1.586,4.249
"1154","5",LL2,"21",bati,21.1085,18.3980315201343,3.312157,34.464482,0.612,0.783,1.13,1.147,22.430156,18.957256,1.183,4.293
"1155","5",LL2,"45",bati,44.5684,27.1634792144403,4.971975,77.661859,0.574,0.759,1.15,1.640,46.503510,27.956146,1.663,5.230
"1156","5",LL2,"156",bati,155.87,54.1251554383723,11.013249,381.048998,0.409,0.668,1.22,2.879,182.487013,58.314344,3.129,7.768
"1157","5",LL2,"25",bati,24.8008,20.1036782166354,3.860532,46.821366,0.530,0.771,1.14,1.233,28.819437,21.656749,1.331,4.053
"1158","5",LL2,"52",bati,52.0878,29.5219495607962,5.692973,101.818823,0.511,0.751,1.15,1.764,66.974065,32.789035,2.043,6.008
"1159","5",LL2,"55",bati,55.0909,30.8507781881632,5.769437,104.572328,0.527,0.727,1.17,1.785,65.628799,33.507371,1.959,5.241
"1160","5",LL2,"66",bati,65.5408,37.9273063295057,7.681159,185.354595,0.353,0.572,1.32,1.727,68.071069,38.767958,1.756,4.434
"1161","5",LL2,"16",bati,15.5374,16.1676587456656,3.234171,32.860629,0.473,0.747,1.16,0.961,19.841920,18.058050,1.099,2.959
"1162","5",LL2,"40",bati,39.5747,26.7724341903563,5.148020,83.258843,0.475,0.694,1.20,1.478,44.313118,28.577309,1.551,4.063
"1163","5",LL2,"58",bati,57.824,33.0276938433903,6.380478,127.895807,0.452,0.666,1.23,1.750,83.028541,36.976048,2.245,5.352
"1164","5",LL2,"52",bati,52.2376,29.9170093857352,5.673973,101.140332,0.516,0.733,1.17,1.745,58.942318,31.410858,1.876,5.496
"1165","5",LL2,"57",bati,56.5175,33.4645876072751,5.904503,109.525846,0.516,0.634,1.26,1.782,73.223908,34.373540,2.130,6.022
"1166","5",LL2,"36",bati,35.883,24.0677744982407,4.335786,59.058932,0.607,0.778,1.13,1.490,40.696344,25.619313,1.589,5.143
"1167","5",LL2,"13",bati,12.7034,21.276613814105,4.761383,71.222304,0.178,0.353,1.68,0.597,15.647420,22.088721,0.708,1.355
"1168","5",LL2,"89",bati,88.7582,41.8349099526194,8.305187,216.694917,0.409,0.637,1.25,2.121,152.258369,49.357223,3.085,7.185
"1169","5",LL2,"40",bati,39.5067,26.6727493474756,5.089286,81.369871,0.485,0.698,1.20,1.481,48.346138,28.590290,1.691,4.486
"1170","5",LL2,"43",bati,42.886,28.3201831773848,5.812087,106.124133,0.404,0.672,1.22,1.514,57.274979,31.601987,1.812,4.216
"1171","0",LL2,"92",parcelles,92.3775,48.0846434631369,8.770805,241.673335,0.382,0.502,1.41,2.075,153.526978,50.397841,3.046,6.205
"1172","5",LL2,"38",bati,38.1919,25.0253802000642,4.809532,72.670050,0.525,0.766,1.14,1.525,46.010291,27.169613,1.693,5.342
"1173","5",LL2,"81",bati,80.7283,41.615421699156,7.949046,198.508878,0.407,0.586,1.31,2.041,121.542549,45.719088,2.658,5.587
"1174","5",LL2,"116",bati,116.498,49.9426652036941,8.839166,245.455319,0.474,0.587,1.31,2.494,164.224537,51.358550,3.198,8.542
"1175","0",LL2,"2610",parcelles,2610.3,231.745505658704,43.197316,5862.237336,0.445,0.611,1.28,11.890,3296.274189,244.952315,13.457,31.615
"1176","0",LL2,"77",parcelles,76.7866,39.4371476784187,7.346133,169.538169,0.453,0.620,1.27,2.044,94.376174,41.401929,2.280,5.514
"1177","0",LL2,"104",parcelles,104.475,42.017411680382,8.275909,215.169788,0.485,0.743,1.16,2.485,138.632242,47.322357,2.930,8.044
"1178","0",LL2,"50",parcelles,49.5692,30.9420757133271,6.358110,127.000646,0.390,0.650,1.24,1.601,57.317565,33.246797,1.724,4.220
"1179","0",LL2,"157",parcelles,156.631,51.1478981370071,9.928404,309.676865,0.506,0.752,1.15,3.061,178.610982,54.827540,3.258,9.348
"1180","0",LL2,"63",parcelles,62.9869,39.1801549913823,6.831312,146.608171,0.430,0.515,1.39,1.729,96.369426,40.289507,2.392,5.108
"1181","0",LL2,"229",parcelles,228.995,80.1275527682013,13.248236,551.399014,0.415,0.448,1.49,3.185,374.266697,78.966826,4.740,9.670
"1182","0",LL2,"159",parcelles,158.502,58.750921765342,12.057691,456.749596,0.347,0.577,1.32,2.781,273.054678,67.161328,4.066,8.016
"1183","0",LL2,"259",parcelles,258.935,69.2034921471388,12.108258,460.588611,0.562,0.679,1.21,3.960,347.230742,75.854932,4.578,11.513
"1184","0",LL2,"12",parcelles,12.0449,16.92144039301,3.510709,38.720367,0.311,0.528,1.38,0.712,13.018546,17.359423,0.750,1.784
"1185","0",LL2,"62",parcelles,62.2473,32.731099427129,6.446914,130.573074,0.477,0.730,1.17,1.901,83.553706,37.690727,2.217,5.314
"1186","5",LL2,"69",bati,69.0745,41.2863275195541,7.820086,192.120144,0.359,0.509,1.40,1.802,107.871676,43.298822,2.491,4.977
"1187","5",LL2,"127",bati,126.891,58.9367956344171,12.520916,492.517989,0.258,0.459,1.48,2.217,171.168230,63.224242,2.707,5.141
"1188","5",LL2,"65",bati,65.329,35.6527246976983,7.247451,165.013859,0.396,0.646,1.24,1.832,71.401702,37.571562,1.900,4.840
"1189","5",LL2,"45",bati,44.9289,27.2395040685989,5.236028,86.129863,0.521,0.761,1.15,1.649,52.891822,29.356266,1.802,5.396
"1190","5",LL2,"39",bati,39.1105,25.1057849654477,4.690226,69.109457,0.566,0.780,1.13,1.557,43.779053,26.499132,1.652,5.622
"1191","5",LL2,"103",bati,102.702,52.3654187808053,9.007235,254.878315,0.403,0.471,1.46,2.264,168.261522,52.061457,3.232,7.291
"1192","5",LL2,"47",bati,46.5679,33.3398245140933,7.163200,161.199613,0.289,0.526,1.38,1.396,53.870097,35.382816,1.522,3.378
"1193","5",LL2,"29",bati,28.6903,22.5830368416189,4.382042,60.325766,0.475,0.707,1.19,1.270,31.105131,23.581299,1.319,3.674
"1194","5",LL2,"43",bati,42.7839,35.9343907330029,7.956882,198.900403,0.215,0.416,1.55,1.190,63.521240,39.516718,1.607,2.721
"1195","5",LL2,"45",bati,45.1007,32.2073085136195,6.762838,143.683818,0.314,0.546,1.35,1.400,59.904902,34.799639,1.721,3.558
"1196","5",LL2,"39",bati,39.4404,26.817293649392,4.874702,74.652784,0.528,0.689,1.20,1.524,44.803605,27.664796,1.620,4.555
