fid,Id,feuille,surfac_m2,nature,surf2,perimeter,_cc_radius,_cc_area,_cc_circle_compacity,_comp_miller,_comp_gravelius,_convexity_default,elongation_rectangularity_width,elongation_rectangularity_height,elongation_rectangularity_elongation,elongation_rectangularity_rectangularity
"2526","0",JJ3,"9966",parcelles,9965.63,412.959074961429,78.162341,19193.093925,0.519,0.734,1.17,24.238,13026.781464,458.537718,28.409,79.493
"2527","0",JJ3,"85",parcelles,85.4168,42.8982628785767,8.705016,238.061412,0.359,0.583,1.31,1.990,117.876580,46.693531,2.524,5.350
"2528","0",JJ3,"2032",parcelles,2032.02,268.263745660277,52.589828,8688.671498,0.234,0.355,1.68,8.000,4842.779624,302.445174,16.012,19.313
"2529","0",JJ3,"682",parcelles,681.666,178.909138823287,37.112927,4327.133388,0.157,0.268,1.93,4.014,1254.930254,181.240435,6.924,9.264
"2530","0",JJ3,"5412",parcelles,5412.44,358.817660450918,70.853414,15771.443336,0.343,0.528,1.38,16.320,8112.318887,385.239652,21.058,41.487
"2531","0",JJ3,"210636",parcelles,210636,3065.51592811914,493.558878,765293.121008,0.275,0.282,1.88,91.104,371219.115128,2701.243709,137.425,217.854
"2532","0",JJ3,"30627",parcelles,30626.7,932.635028770836,175.663652,96942.382589,0.316,0.442,1.50,35.461,50650.983423,969.228367,52.259,92.193
"2533","0",JJ3,"44728",parcelles,44728.1,1065.88872366946,224.238898,157968.965011,0.283,0.495,1.42,43.071,51808.088368,1118.961710,46.300,101.079
"2534","0",JJ3,"10941",parcelles,10941.1,469.128905350743,84.587473,22478.223068,0.487,0.625,1.27,24.785,14110.590235,484.205521,29.142,75.772
"2535","0",JJ3,"44978",parcelles,44978.4,983.60042211334,190.886561,114472.344638,0.393,0.584,1.31,48.794,63061.070421,1092.256417,57.735,118.228
"2536","0",JJ3,"11295",parcelles,11294.6,540.631359791906,110.155202,38120.615004,0.296,0.485,1.44,20.950,22227.714230,621.566455,35.761,56.683
"2537","0",JJ3,"46985",parcelles,46985,1431.63666126107,231.691183,168643.220524,0.279,0.288,1.86,39.998,116654.496698,1394.639504,83.645,112.173
"2538","0",JJ3,"9053",parcelles,9052.89,382.295185252026,69.166858,15029.549709,0.602,0.778,1.13,23.674,9734.543029,395.046283,24.642,87.731
"2539","0",JJ3,"25188",parcelles,25188.4,693.789270058726,120.239324,45419.560139,0.554,0.657,1.23,38.227,38155.812876,781.614430,48.817,125.539
"2540","0",JJ3,"4937",parcelles,4937.33,358.065093281003,75.656636,17982.245798,0.274,0.484,1.44,13.836,5420.973070,367.394691,14.755,33.631
"2541","0",JJ3,"24059",parcelles,24059.3,635.079589959479,122.414675,47077.873997,0.511,0.749,1.16,37.896,30482.752449,713.462080,42.725,111.943
"2542","0",JJ3,"13584",parcelles,13584.4,457.351104605622,86.866414,23705.748027,0.573,0.816,1.11,29.814,15123.473817,493.382452,30.653,102.208
"2543","0",JJ3,"26405",parcelles,26405.3,769.979346656474,126.928386,50613.618570,0.522,0.560,1.34,37.554,41110.744918,819.548008,50.163,112.640
"2544","0",JJ3,"20953",parcelles,20953,729.394013695718,144.337639,65449.911537,0.320,0.495,1.42,30.714,34081.268920,796.694733,42.778,76.465
"2545","0",JJ3,"13820",parcelles,13819.6,646.406963089624,138.687805,60426.358656,0.229,0.415,1.55,21.623,29533.173156,765.315783,38.590,50.158
"2546","0",JJ3,"29074",parcelles,29073.7,710.189478725316,133.263258,55791.845258,0.521,0.724,1.18,41.743,37663.845423,786.312214,47.899,127.549
"2547","0",JJ3,"9785",parcelles,9785.41,428.714855623453,84.356782,22355.782786,0.438,0.669,1.22,22.815,12682.258514,482.662603,26.276,59.648
"2548","0",JJ3,"1977",parcelles,1977.39,347.567118065751,81.285694,20757.646151,0.095,0.206,2.21,5.687,2194.465089,351.193321,6.249,12.198
"2549","0",JJ3,"5725",parcelles,5725.29,385.578862018881,82.630984,21450.416347,0.267,0.484,1.44,14.842,7010.069761,412.455737,16.996,35.049
"2550","0",JJ3,"6558",parcelles,6558.11,339.837863256086,69.320228,15096.276547,0.434,0.713,1.18,19.363,10394.302505,427.020212,24.341,47.365
"2551","0",JJ3,"24506",parcelles,24506.2,639.894454838412,114.342606,41073.910103,0.596,0.752,1.15,39.182,32398.952297,724.056687,44.746,122.385
"2552","0",JJ3,"832",parcelles,832.188,139.209206061308,27.136615,2313.455843,0.360,0.539,1.36,5.990,1802.469555,173.273692,10.402,16.023
"2553","0",JJ3,"19764",parcelles,19764.5,641.808308399914,115.200044,41692.233273,0.474,0.603,1.29,32.702,31748.206894,715.658468,44.362,101.268
"2554","0",JJ1,"42770",parcelles,42770.1,1030.93160844516,185.933384,108608.701031,0.394,0.506,1.41,46.299,68602.499888,1083.681081,63.305,125.694
"2555","0",JJ3,"13898",parcelles,13897.9,684.300720369547,146.824150,67724.352470,0.205,0.373,1.64,21.428,23030.218190,742.362758,31.023,47.512
"2556","0",JJ3,"1373",parcelles,1373.21,394.070531322233,95.451858,28623.230636,0.048,0.111,3.00,3.483,1402.673625,396.502524,3.538,7.191
"2557","0",JJ3,"1477",parcelles,1477.33,384.092856690112,92.788156,27047.987527,0.055,0.126,2.82,3.844,1669.497747,389.145197,4.290,7.958
"2558","0",JJ3,"1608",parcelles,1607.9,391.506557108118,94.214278,27885.813851,0.058,0.132,2.75,4.105,1662.939404,394.505330,4.215,8.531
"2559","0",JJ3,"7516",parcelles,7515.94,477.705978691634,105.397762,34898.973523,0.215,0.414,1.55,15.732,8051.455838,492.381783,16.352,36.234
"2560","0",JJ3,"22171",parcelles,22170.8,604.984243649046,123.071249,47584.234723,0.466,0.761,1.15,36.703,30427.277549,714.275040,42.599,102.245
"2561","0",JJ3,"499",parcelles,499.385,135.188895164421,30.315017,2887.124466,0.173,0.343,1.71,3.692,621.953267,140.284106,4.434,8.358
"2562","0",JJ3,"1190",parcelles,1189.76,204.175580865455,47.171229,6990.435782,0.170,0.359,1.67,5.824,1529.394977,219.503265,6.968,12.738
"2563","0",JJ3,"1338",parcelles,1338.14,226.19941435905,52.054763,8512.768530,0.157,0.329,1.74,5.913,1410.202113,234.834458,6.005,12.883
"2564","0",JJ3,"1851",parcelles,1850.62,195.291389930797,39.738783,4961.111666,0.373,0.610,1.28,9.473,2142.215732,209.945016,10.204,23.953
"2565","0",JJ3,"1316",parcelles,1316.14,167.369425748718,30.951897,3009.708438,0.437,0.590,1.30,8.193,1933.428061,185.670288,10.413,21.468
"2566","0",JJ3,"764",parcelles,763.915,113.706904172982,21.690096,1477.994528,0.517,0.742,1.16,6.715,836.206538,119.235132,7.013,20.615
"2567","0",JJ3,"802",parcelles,801.94,119.080915402548,22.850911,1640.427034,0.489,0.710,1.19,6.731,863.913013,123.555374,6.992,19.850
"2568","0",JJ3,"1070",parcelles,1069.86,139.782830645376,25.640741,2065.432575,0.518,0.688,1.21,7.819,1200.095406,143.337519,8.373,23.767
"2569","0",JJ3,"1040",parcelles,1040.25,156.269111198146,31.752349,3167.390450,0.328,0.535,1.37,6.799,1216.571738,161.378134,7.539,17.155
"2570","0",JJ3,"1848",parcelles,1847.61,183.159934225051,35.476218,3953.889219,0.467,0.692,1.20,10.083,2003.196406,190.164570,10.534,29.055
"2571","0",JJ3,"18904",parcelles,18904,589.096232953692,113.865242,40731.670266,0.464,0.684,1.21,32.091,21262.464986,621.862329,34.192,90.256
"2572","0",JJ3,"366",parcelles,365.511,79.4922034773619,14.633664,672.753635,0.543,0.727,1.17,4.596,394.412418,82.271394,4.794,14.098
"2573","5",JJ3,"190",bati,190.034,55.1889565892804,9.822752,303.121114,0.627,0.784,1.13,3.442,202.976717,57.029527,3.559,12.835
"2574","5",JJ3,"274",bati,273.717,65.3981155121368,11.660472,427.151672,0.641,0.804,1.12,4.183,284.880300,67.663650,4.210,15.167
"2575","0",JJ3,"1860",parcelles,1860.25,177.927888678624,31.623576,3141.751411,0.592,0.738,1.16,10.675,2055.865083,184.662069,11.133,33.906
"2576","5",JJ3,"37",bati,37.4357,24.5718185137714,4.547642,64.971419,0.576,0.779,1.13,1.523,40.824135,25.641564,1.592,5.401
"2577","0",JJ3,"13998",parcelles,13997.6,495.319271999852,89.579200,25209.500019,0.555,0.717,1.18,29.586,15929.382851,506.592235,31.444,102.027
"2578","0",JJ3,"7004",parcelles,7003.77,344.835422392674,63.779478,12779.438945,0.548,0.740,1.16,20.325,7450.711160,353.873654,21.055,64.915
"2579","0",JJ3,"1369",parcelles,1369.27,177.887033420344,36.048543,4082.491756,0.335,0.544,1.36,7.694,1410.164914,179.378929,7.861,19.736
"2580","0",JJ3,"626",parcelles,626.04,155.881710983638,34.753320,3794.394490,0.165,0.324,1.76,4.014,649.531717,156.741686,4.144,9.077
"2581","0",JJ3,"5328",parcelles,5327.66,292.795040599944,51.992130,8492.295338,0.627,0.781,1.13,18.188,5516.347187,297.968611,18.513,66.398
"2582","0",JJ3,"16306",parcelles,16305.6,616.817239945275,104.902346,34571.663568,0.472,0.538,1.36,28.708,26707.707265,659.272914,40.511,87.542
"2583","0",JJ3,"2411",parcelles,2410.72,258.002288986221,52.383078,8620.488880,0.280,0.455,1.48,9.906,3528.982287,269.648723,13.087,24.275
"2584","0",JJ3,"7868",parcelles,7867.53,404.112475773803,77.430587,18835.405753,0.418,0.605,1.29,20.295,9459.875873,418.700725,22.593,54.860
"2585","0",JJ3,"1047",parcelles,1047.15,212.780073279645,49.256333,7622.089219,0.137,0.291,1.86,4.919,1130.182232,219.925612,5.139,10.629
"2586","0",JJ3,"1288",parcelles,1287.97,201.083539575902,44.884358,6329.070190,0.203,0.400,1.58,6.403,1427.389035,210.961503,6.766,14.380
"2587","0",JJ3,"25839",parcelles,25839.3,706.383407932165,122.402107,47068.207427,0.549,0.651,1.24,39.214,35227.187021,751.196604,46.895,132.995
"2588","0",JJ3,"1979",parcelles,1978.89,234.899273475221,50.530799,8021.622223,0.247,0.451,1.49,8.421,2126.398743,241.948983,8.789,19.856
"2589","0",JJ3,"2080",parcelles,2080.3,230.550378190056,48.801600,7482.004857,0.278,0.492,1.43,9.019,2252.277906,236.904540,9.507,21.970
"2590","0",JJ3,"7229",parcelles,7229.28,435.047898595364,92.481839,26869.698366,0.269,0.480,1.44,16.610,8139.427944,456.556781,17.828,39.266
"2591","0",JJ3,"2137",parcelles,2136.5,198.967439526543,39.262044,4842.790618,0.441,0.678,1.21,10.733,2588.583094,216.329612,11.966,29.492
"2592","0",JJ3,"2094",parcelles,2093.83,212.790990463615,43.617985,5976.969959,0.350,0.581,1.31,9.835,2286.211091,223.933556,10.209,24.596
"2593","0",JJ3,"1193",parcelles,1193.18,157.203971373438,31.234019,3064.824592,0.389,0.607,1.28,7.587,1221.697787,159.319195,7.668,20.242
"2594","0",JJ3,"1219",parcelles,1219.47,164.802553419251,34.527681,3745.283498,0.326,0.564,1.33,7.396,2174.158832,190.965554,11.385,21.022
"2595","0",JJ3,"3591",parcelles,3591.26,309.96437527583,65.552211,13499.713890,0.266,0.470,1.46,11.581,3832.540754,316.234914,12.119,27.998
"2596","0",JJ3,"2883",parcelles,2883.43,361.650837839702,83.136706,21713.783063,0.133,0.277,1.90,7.969,3345.184260,372.763201,8.974,17.337
"2597","0",JJ3,"2241",parcelles,2240.92,293.414826331514,65.622937,13528.859750,0.166,0.327,1.75,7.634,2282.646733,295.905699,7.714,17.172
"2598","0",JJ3,"4100",parcelles,4100.06,289.220904855287,57.504988,10388.693027,0.395,0.616,1.27,14.170,4400.612343,296.842563,14.825,38.137
"2599","0",JJ3,"2863",parcelles,2863.5,278.845950881593,59.119596,10980.264292,0.261,0.463,1.47,10.264,3004.649316,282.975695,10.618,24.792
"2600","0",JJ3,"2805",parcelles,2804.61,291.930905692748,63.156794,12531.123995,0.224,0.413,1.56,9.603,3119.932535,299.588566,10.414,22.467
"2601","0",JJ3,"1339",parcelles,1338.53,233.237208173397,52.352704,8610.494651,0.155,0.309,1.80,5.736,1402.162331,235.023679,5.966,12.862
"2602","0",JJ3,"987",parcelles,986.518,226.857038399505,52.332484,8603.845002,0.115,0.241,2.04,4.347,1033.951966,228.233737,4.530,9.465
"2603","0",JJ3,"2838",parcelles,2838.04,219.728324328894,41.142745,5317.853966,0.534,0.738,1.16,12.919,3135.408929,228.400699,13.728,41.551
"2604","0",JJ3,"1081",parcelles,1080.72,227.597711963948,52.076619,8519.918443,0.127,0.262,1.95,4.746,1244.832062,231.100669,5.387,10.436
"2605","0",JJ3,"2750",parcelles,2749.89,216.96270969694,40.014179,5030.112416,0.547,0.734,1.17,12.669,2796.888182,219.073635,12.767,39.838
"2606","0",JJ3,"1728",parcelles,1727.73,233.122871241954,52.013680,8499.336737,0.203,0.399,1.58,7.408,1954.748230,244.543683,7.993,16.711
"2607","0",JJ3,"4762",parcelles,4761.99,299.752588597251,57.582696,10416.788846,0.457,0.666,1.23,15.879,4911.304592,304.916569,16.107,44.817
"2608","0",JJ3,"2638",parcelles,2637.94,243.178773934086,50.006325,7855.968872,0.336,0.560,1.34,10.843,2717.173813,248.694384,10.926,27.453
"2609","0",JJ3,"1673",parcelles,1672.58,221.037027328459,47.867086,7198.199110,0.232,0.430,1.52,7.564,1705.784293,224.290886,7.605,17.788
"2610","0",JJ3,"823",parcelles,823.461,122.266102962394,23.507146,1735.999903,0.474,0.692,1.20,6.732,916.359566,127.170167,7.206,19.832
"2611","0",JJ3,"3903",parcelles,3903.05,263.503984320254,49.780762,7785.256942,0.501,0.706,1.19,14.807,4779.372229,284.301369,16.811,44.553
"2612","0",JJ3,"7526",parcelles,7525.62,354.526502053023,66.170880,13755.731791,0.547,0.752,1.15,21.235,8869.562669,380.046862,23.338,69.940
"2613","0",JJ3,"5735",parcelles,5734.67,303.576100905902,54.650991,9383.091745,0.611,0.782,1.13,18.882,5963.650686,309.498553,19.269,69.753
"2614","0",JJ3,"9702",parcelles,9701.68,421.618349431935,77.259124,18752.079243,0.517,0.686,1.21,23.841,10815.182182,434.204187,24.908,69.442
"2615","0",JJ3,"2371",parcelles,2370.93,269.620450763696,58.217480,10647.721403,0.223,0.410,1.56,8.790,2574.496831,275.331194,9.351,20.549
"2616","0",JJ3,"2144",parcelles,2143.88,260.958858307701,56.828441,10145.684470,0.211,0.395,1.59,8.214,2258.652322,264.084769,8.553,19.162
"2617","0",JJ3,"7984",parcelles,7984.17,374.9662082893,70.106339,15440.609888,0.517,0.713,1.18,21.371,9447.740648,406.103582,23.264,61.000
"2618","0",JJ3,"9530",parcelles,9529.98,404.132366710665,77.395054,18818.122224,0.506,0.733,1.17,23.602,11977.975003,437.834335,27.357,85.637
"2619","0",JJ3,"5727",parcelles,5727.03,347.038224141574,63.289995,12584.037282,0.455,0.597,1.29,17.347,9084.256295,381.420365,23.817,58.277
"2620","0",JJ3,"133",parcelles,132.839,109.2270888412,25.892160,2106.136063,0.063,0.140,2.67,1.216,300.440784,114.817510,2.617,2.574
"2621","0",JJ3,"2746",parcelles,2746.02,218.638041709291,40.632292,5186.716588,0.529,0.722,1.18,12.554,3048.230859,232.043390,13.136,36.209
"2622","0",JJ3,"1650",parcelles,1650.26,205.921396874832,42.482850,5669.922945,0.291,0.489,1.43,8.013,1731.414756,206.707519,8.376,20.040
"2623","0",JJ3,"10410",parcelles,10410.3,409.982746027338,76.413309,18343.739894,0.567,0.778,1.13,25.381,11436.123261,430.014984,26.595,87.824
"2624","0",JJ3,"5603",parcelles,5602.63,404.48389846802,84.351920,22353.205904,0.251,0.430,1.52,14.071,7199.991431,417.986865,17.225,33.846
"2625","0",JJ3,"3689",parcelles,3689.22,408.98548076201,84.022101,22178.743753,0.166,0.277,1.90,9.475,7123.968214,414.575014,17.184,22.517
"2626","0",JJ3,"287",parcelles,287.032,81.0361217246519,16.721544,878.420819,0.327,0.549,1.35,3.540,302.822218,83.484003,3.627,8.858
"2627","0",JJ3,"4206",parcelles,4205.99,259.873891026114,47.678125,7141.479668,0.589,0.782,1.13,16.177,4339.065101,267.876012,16.198,53.195
"2628","0",JJ3,"789",parcelles,788.84,163.195814166512,36.103092,4094.856314,0.193,0.372,1.64,4.832,952.062836,169.541776,5.616,11.038
"2629","0",JJ3,"1537",parcelles,1537.1,165.675106865118,31.513605,3119.938618,0.493,0.704,1.19,9.275,1601.074539,170.244596,9.405,26.928
"2630","0",JJ3,"1542",parcelles,1541.72,179.171909546316,33.595623,3545.808452,0.435,0.603,1.29,9.063,1960.456837,183.979689,10.656,26.370
"2631","0",JJ3,"732",parcelles,732.483,108.973197554956,20.080503,1266.773765,0.578,0.775,1.14,6.719,824.628173,115.277699,7.153,23.429
"2632","0",JJ3,"1266",parcelles,1266.21,188.305420724545,35.255078,3904.749928,0.324,0.449,1.49,7.193,2069.269677,198.805237,10.409,18.155
"2633","0",JJ3,"1367",parcelles,1367.34,150.693482846684,28.236089,2504.718718,0.546,0.756,1.15,9.070,1720.119183,165.956960,10.365,32.086
"2634","0",JJ3,"731",parcelles,730.824,117.40178397672,22.962553,1656.495319,0.441,0.666,1.23,6.222,1029.818798,131.503112,7.831,18.257
"2635","0",JJ3,"3651",parcelles,3651.02,294.912206408335,46.419897,6769.525334,0.539,0.527,1.38,14.215,5613.810807,301.709834,18.607,43.392
"2636","0",JJ3,"3800",parcelles,3800.18,340.929488393263,75.131190,17733.334540,0.214,0.411,1.56,11.141,4112.253883,352.133590,11.678,25.609
"2637","0",JJ3,"99250",parcelles,99249.8,1590.06865001043,267.556886,224896.210008,0.441,0.493,1.42,71.504,125696.821393,1486.488162,84.560,205.421
"2638","0",JJ3,"2721",parcelles,2721.19,255.44551414154,52.862186,8778.900159,0.310,0.524,1.38,10.800,3300.430424,269.839506,12.231,26.457
"2639","0",JJ3,"1913",parcelles,1913.2,180.353424314533,33.047421,3431.034051,0.557,0.739,1.16,10.933,2149.820895,186.206015,11.545,37.723
"2640","0",JJ3,"865",parcelles,864.766,210.228302830965,34.661000,3774.262049,0.229,0.246,2.02,4.844,2620.828366,206.514100,12.691,14.825
"2641","0",JJ3,"531",parcelles,531.253,145.226987745519,20.596920,1332.767662,0.398,0.316,1.78,4.788,933.826040,126.891432,7.359,13.199
"2642","5",JJ3,"125",bati,125.499,46.8387966232561,8.618066,233.329443,0.538,0.719,1.18,2.679,130.010346,47.206142,2.754,8.451
"2643","5",JJ3,"874",bati,874.297,176.439933522279,26.136531,2146.079304,0.407,0.353,1.68,6.144,1429.259901,152.933395,9.346,19.893
"2644","5",JJ3,"17",bati,17.0657,16.735633801332,3.063376,29.481557,0.579,0.765,1.14,1.019,18.957660,17.631396,1.075,3.349
"2645","5",JJ3,"23",bati,23.1797,19.2779227388727,3.454432,37.488947,0.618,0.784,1.13,1.202,23.907180,19.566877,1.222,4.599
"2646","0",JJ3,"50088",parcelles,50088.1,1057.10079757702,186.758241,109574.480584,0.464,0.571,1.32,51.965,79186.917934,1139.476066,69.494,154.338
"2647","0",JJ2,"3573",parcelles,3573.25,280.025514872054,61.663135,11945.410569,0.299,0.572,1.32,12.755,4462.697335,313.661029,14.228,29.898
"2648","0",JJ2,"4873",parcelles,4872.66,325.235272798233,70.340953,15544.128252,0.313,0.579,1.31,15.021,5664.056163,353.947895,16.003,36.076
"2649","0",JJ2,"1664",parcelles,1663.87,178.654440175672,36.065400,4086.310732,0.407,0.655,1.24,9.310,2030.427886,195.352809,10.394,24.580
"2650","0",JJ2,"3432",parcelles,3432.29,304.121793949967,67.430826,14284.559036,0.240,0.466,1.46,11.281,3790.804823,321.575646,11.788,25.977
"2651","0",JJ2,"3952",parcelles,3951.88,313.85508435409,68.726638,14838.844053,0.266,0.504,1.41,12.586,4535.768070,336.051830,13.497,29.431
"2652","0",JJ2,"2801",parcelles,2801.36,290.761807794677,64.611046,13114.852644,0.214,0.416,1.55,9.630,2986.530178,301.140561,9.917,22.040
"2653","0",JJ2,"1752",parcelles,1751.96,211.107974524322,45.060993,6378.982261,0.275,0.494,1.42,8.295,2196.841273,226.261732,9.709,19.850
"2654","0",JJ2,"2050",parcelles,2049.64,272.765987575055,62.030943,12088.339124,0.170,0.346,1.70,7.511,2610.949664,289.056253,9.033,16.610
"2655","0",JJ2,"8807",parcelles,8807.34,409.148327195678,89.634655,25240.722026,0.349,0.661,1.23,21.521,14071.888802,491.139793,28.651,56.997
"2656","0",JJ2,"2059",parcelles,2059.3,212.088514944496,44.830171,6313.797654,0.326,0.575,1.32,9.705,2494.665573,228.283228,10.928,24.311
"2657","0",JJ2,"8582",parcelles,8582.49,521.228676598712,116.996834,43002.934398,0.200,0.397,1.59,16.679,10354.283405,550.105626,18.822,37.297
"2658","0",JJ2,"3286",parcelles,3285.98,334.158239794159,75.131984,17733.709252,0.185,0.370,1.64,10.023,3950.185875,349.515901,11.302,22.184
"2659","0",JJ2,"2443",parcelles,2442.56,197.587968977984,35.503287,3959.925305,0.617,0.786,1.13,12.356,2532.773161,203.260456,12.461,42.214
"2660","0",JJ2,"3387",parcelles,3386.97,309.131325414243,65.303612,13397.515930,0.253,0.445,1.50,11.235,4503.598080,323.420775,13.925,26.882
"2661","0",JJ2,"2269",parcelles,2269.45,211.063500273512,39.979732,5021.455729,0.452,0.640,1.25,11.120,2623.088122,217.755870,12.046,31.125
"2662","0",JJ2,"3311",parcelles,3311.12,278.286760953945,60.414194,11466.420114,0.289,0.537,1.36,11.895,4031.765387,301.084907,13.391,28.611
"2663","0",JJ2,"4975",parcelles,4975.31,340.118759992185,73.873203,17144.456914,0.290,0.540,1.36,14.628,9600.544046,424.979730,22.591,33.761
"2664","0",JJ2,"4053",parcelles,4052.93,322.264526936397,69.154174,15024.037735,0.270,0.490,1.43,12.571,4258.166605,333.610394,12.764,29.937
"2665","0",JJ2,"2371",parcelles,2371.02,258.253895615356,55.846960,9798.259790,0.242,0.447,1.50,9.177,3200.678818,274.786386,11.648,22.016
"2666","0",JJ2,"2713",parcelles,2713.43,265.00219274394,57.431722,10362.237719,0.262,0.485,1.44,10.235,2893.157851,275.535308,10.500,24.238
"2667","0",JJ2,"3861",parcelles,3861.48,333.012110596669,71.792053,16192.079066,0.238,0.437,1.51,11.590,4065.268279,342.208958,11.879,27.072
"2668","0",JJ2,"2540",parcelles,2540.3,263.645331510938,56.349943,9975.549713,0.255,0.459,1.48,9.631,2653.333776,269.280014,9.853,22.948
"2669","0",JJ2,"8228",parcelles,8228.36,388.373244726852,78.651843,19434.245381,0.423,0.685,1.21,21.783,10621.711401,432.156127,24.578,58.566
"2670","0",JJ2,"9463",parcelles,9462.93,442.208813594351,89.160255,24974.251186,0.379,0.608,1.28,21.391,10063.775948,459.265345,21.913,55.431
"2671","0",JJ2,"4225",parcelles,4224.61,353.108422841018,76.730763,18496.472460,0.228,0.426,1.53,11.959,4715.509909,366.300875,12.873,27.756
"2672","0",JJ2,"4264",parcelles,4264.27,275.114107369813,53.380709,8951.968565,0.476,0.708,1.19,15.543,5383.013490,302.085794,17.819,45.631
"2673","0",JJ2,"3797",parcelles,3796.74,282.686988920239,59.034726,10948.760836,0.347,0.597,1.29,13.425,6487.949800,345.308233,18.789,32.335
"2674","0",JJ2,"1628",parcelles,1628.08,230.698457934876,50.583317,8038.305042,0.202,0.384,1.61,7.194,1903.978691,239.526840,7.949,16.132
"2675","0",JJ2,"2193",parcelles,2192.74,221.663078037062,45.348717,6460.704583,0.339,0.561,1.34,9.888,2476.198742,234.053279,10.580,24.548
"2676","0",JJ2,"1132",parcelles,1132.02,207.825732587752,46.918686,6915.786143,0.164,0.329,1.74,5.444,1274.504421,213.843466,5.960,12.135
"2677","0",JJ2,"1322",parcelles,1322.07,219.115566128584,49.272281,7627.025528,0.173,0.346,1.70,6.031,1423.031173,224.476777,6.339,13.532
"2678","0",JJ2,"2659",parcelles,2658.74,245.072206594745,55.843251,9796.958379,0.271,0.556,1.34,10.844,3983.677588,289.740515,13.749,24.616
"2679","0",JJ2,"4809",parcelles,4808.62,352.729072973401,72.713302,16610.305087,0.289,0.486,1.44,13.860,5943.444368,367.978882,16.152,33.808
"2680","0",JJ2,"1784",parcelles,1783.5,170.459734249393,32.055966,3228.253251,0.552,0.771,1.14,10.458,2014.680557,180.440581,11.165,35.940
"2681","0",JJ2,"2176",parcelles,2175.61,193.624888440299,35.595836,3980.597458,0.546,0.729,1.17,11.231,2240.991043,196.450205,11.407,34.972
"2682","0",JJ2,"2332",parcelles,2331.58,327.088436964837,59.139926,10987.817220,0.212,0.274,1.91,8.066,6021.675004,333.205060,18.072,20.520
"2683","0",JJ2,"3395",parcelles,3395.47,235.8380814278,42.570765,5693.414340,0.596,0.767,1.14,14.391,3469.523068,238.628481,14.539,49.113
"2684","0",JJ2,"6702",parcelles,6702.31,374.675198223297,71.766381,16180.501127,0.414,0.600,1.29,18.434,8541.623992,388.549564,21.983,52.742
"2685","0",JJ2,"10526",parcelles,10526.1,465.252728774447,88.834260,24791.959169,0.424,0.611,1.28,23.382,12874.356472,487.810984,26.392,63.142
"2686","0",JJ2,"11662",parcelles,11662,644.816628370786,103.806067,33852.858700,0.344,0.352,1.68,21.596,26291.110811,648.808915,40.522,70.021
"2687","0",JJ2,"3287",parcelles,3287.45,296.153947146376,58.932334,10910.813927,0.301,0.471,1.46,11.638,4700.726996,313.460766,14.996,28.254
"2688","0",JJ2,"2152",parcelles,2152.44,192.093774668103,35.640122,3990.508394,0.539,0.733,1.17,11.200,2234.287486,196.192882,11.388,34.627
"2689","0",JJ2,"2279",parcelles,2279.21,199.519075740815,37.689763,4462.689581,0.511,0.719,1.18,11.418,2473.406445,206.942010,11.952,34.529
"2690","0",JJ2,"1331",parcelles,1331.23,243.642925667022,55.574337,9702.830590,0.137,0.282,1.88,5.461,1365.844221,245.647846,5.560,12.048
"2691","0",JJ2,"2041",parcelles,2041.49,258.832411876893,56.454788,10012.705397,0.204,0.383,1.62,7.884,2360.829046,266.550768,8.857,18.183
"2692","0",JJ2,"2065",parcelles,2065.19,257.355366558003,56.107799,9890.001144,0.209,0.392,1.60,8.021,2348.268375,262.974351,8.930,18.739
"2693","0",JJ2,"1705",parcelles,1704.55,262.310866278532,60.034445,11322.722566,0.150,0.311,1.79,6.495,1877.365386,271.409249,6.917,14.192
"2694","0",JJ2,"2668",parcelles,2667.96,301.395074533404,68.055095,14550.273577,0.183,0.369,1.65,8.848,2962.015556,315.744168,9.381,19.595
"2695","0",JJ2,"3245",parcelles,3244.7,322.80624242913,75.114411,17725.414561,0.183,0.391,1.60,10.047,4444.797695,359.413710,12.367,21.611
"2696","0",JJ2,"2213",parcelles,2213.37,197.033861461838,37.565531,4433.318565,0.499,0.716,1.18,11.228,2439.598566,209.186713,11.662,31.845
"2697","0",JJ2,"2496",parcelles,2496.19,285.357796457536,51.746543,8412.257504,0.297,0.385,1.61,9.538,5185.340633,295.202916,17.565,27.739
"2698","0",JJ2,"5018",parcelles,5017.8,296.240039609891,56.829167,10145.943720,0.494,0.718,1.18,16.931,5363.221101,307.536398,17.439,50.017
"2699","0",JJ2,"11643",parcelles,11643.4,541.983278491157,112.943027,40074.555898,0.290,0.498,1.42,22.408,20778.171529,623.097950,33.347,54.182
"2700","0",JJ2,"3496",parcelles,3496.01,314.434451348367,69.382358,15123.349142,0.231,0.444,1.50,11.113,4074.127556,333.648532,12.211,25.490
"2701","0",JJ2,"3995",parcelles,3994.55,281.756515305277,56.016435,9857.818142,0.405,0.632,1.26,14.562,5767.252656,324.404313,17.778,36.448
"2702","0",JJ2,"5875",parcelles,5875.4,340.910623569172,63.296091,12586.461531,0.467,0.635,1.25,17.975,8117.939601,362.979160,22.365,57.842
"2703","0",JJ2,"4166",parcelles,4165.91,275.206121299641,54.690067,9396.514326,0.443,0.691,1.20,15.267,5706.371856,318.186680,17.934,39.864
